customer_id,income,education,employment_status,loan_default,city
1113,53684.820602383385,PhD,Unemployed,0,Phoenix
1114,44325.666306020175,Bachelor,Employed,0,New York
1115,51959.75883772442,Bachelor,Employed,0,Chicago
1116,20775.151456966578,Bachelor,Employed,0,Los Angeles
1117,29851.446280439424,Bachelor,Employed,0,Houston
1118,39806.66381220424,Master,Employed,0,Los Angeles
1119,46259.40003839817,PhD,Employed,0,Los Angeles
1120,13494.162752190103,Bachelor,Unemployed,1,New York
1121,45120.930692563255,High School,Employed,1,New York
1122,40259.365078082315,Master,Employed,0,Phoenix
1123,53972.884496608815,Master,Self-Employed,0,Los Angeles
1124,23609.903934818354,High School,Self-Employed,0,Los Angeles
1125,16536.955110271196,High School,Employed,0,Chicago
1126,34241.85368667767,High School,Employed,0,Los Angeles
1127,131769.4753351671,High School,Employed,1,Phoenix
1128,28678.704102315773,Bachelor,Employed,0,Chicago
1129,82710.99583856654,High School,Self-Employed,0,Chicago
1130,27098.406694596688,Bachelor,Employed,0,Houston
1131,84693.94534804887,Master,Employed,1,New York
1132,77028.66212690256,Bachelor,Self-Employed,0,New York
1133,26429.916818477657,High School,Self-Employed,0,Los Angeles
1134,72969.22153993954,High School,Unemployed,0,New York
1135,36333.947842585476,High School,Self-Employed,0,Chicago
1136,64721.87580138652,Bachelor,Employed,0,Phoenix
1137,67378.9199323228,High School,Employed,1,Los Angeles
1138,31222.205975473855,High School,Employed,0,Los Angeles
1139,59291.03327996716,High School,Employed,0,Phoenix
1140,23894.338074955416,High School,Employed,0,Los Angeles
1141,62948.620950197415,High School,Employed,0,Los Angeles
1142,49069.59135352638,Master,Employed,0,Los Angeles
1143,58554.164113909195,Bachelor,Self-Employed,0,Phoenix
1144,44260.52230055409,Master,Employed,0,Los Angeles
1145,28267.359608964067,High School,Unemployed,0,Chicago
1146,80074.6443629321,Bachelor,Employed,0,Houston
1147,79967.112734503,Bachelor,Employed,0,Los Angeles
1148,28690.481236260177,Bachelor,Employed,1,Los Angeles
1149,28085.502988347627,Master,Employed,0,Houston
1150,30024.31881935109,Master,Employed,0,Los Angeles
1151,96539.82699078949,Master,Self-Employed,0,Houston
1152,25588.045768578275,High School,Employed,0,Phoenix
1153,85655.78382319771,High School,Employed,0,Chicago
1154,38078.6836352805,Bachelor,Employed,0,Chicago
1155,33023.62421177692,Bachelor,Employed,0,Houston
1156,37226.28658307201,High School,Unemployed,0,Houston
1157,32931.68638534303,Bachelor,Self-Employed,0,Los Angeles
1158,25318.2024896641,Bachelor,Employed,0,New York
1159,99454.96305201018,High School,Employed,1,Los Angeles
1160,44942.35422169075,Master,Employed,0,Chicago
1161,17312.94527866425,PhD,Self-Employed,0,Los Angeles
1162,23143.622678144366,PhD,Employed,1,Chicago
1163,25598.734520579295,High School,Employed,1,Los Angeles
1164,17401.496264285262,High School,Self-Employed,0,Chicago
1165,55331.986193458426,High School,Employed,0,New York
1166,21111.48858211157,Master,Self-Employed,0,Chicago
1167,86818.33455558453,Bachelor,Employed,0,Los Angeles
1168,47638.931125480834,High School,Employed,0,New York
1169,34684.27972294611,Master,Employed,0,New York
1170,61729.55992080062,High School,Unemployed,0,Chicago
1171,55037.37748116028,High School,Self-Employed,0,Los Angeles
1172,21074.653026483276,High School,Employed,0,New York
1173,30490.61534305209,Bachelor,Employed,0,Phoenix
1174,56009.380086291516,Bachelor,Employed,0,Chicago
1175,52031.09917526148,Bachelor,Unemployed,0,Phoenix
1176,40711.01079351395,Bachelor,Employed,0,Los Angeles
1177,19732.75123152441,Bachelor,Employed,1,Los Angeles
1178,38879.22863318619,Master,Employed,0,Phoenix
1179,39398.58707500912,Bachelor,Self-Employed,0,Los Angeles
1180,50967.5460629633,High School,Employed,0,Chicago
1181,64596.67963614196,Bachelor,Employed,0,New York
1182,18869.643544494007,PhD,Employed,1,Los Angeles
1183,108083.68155374806,Bachelor,Self-Employed,0,New York
1184,24172.122121266188,High School,Employed,0,New York
1185,17379.749084641648,Master,Employed,0,New York
1186,43116.8866183248,Master,Unemployed,0,New York
1187,100182.0682918978,Bachelor,Employed,0,Phoenix
1188,37361.02027323502,Master,Employed,0,New York
1189,88010.11738310657,High School,Employed,0,Chicago
1190,37440.83014760484,High School,Self-Employed,0,Houston
1191,24450.007211365002,Bachelor,Employed,0,Los Angeles
1192,55237.626059306625,Bachelor,Unemployed,1,New York
1193,32794.82879203362,Master,Employed,0,Chicago
1194,46676.26982914644,High School,Employed,0,Chicago
1195,47825.38932800582,High School,Employed,0,Chicago
1196,13115.448551950345,Master,Self-Employed,1,Chicago
1197,37779.99926984306,Master,Employed,0,Phoenix
1198,43931.366961570995,Bachelor,Self-Employed,0,Los Angeles
1199,57638.77423279673,High School,Employed,0,Los Angeles
1200,35671.58483437088,Bachelor,Employed,0,Chicago
1201,33791.58441591865,Master,Employed,0,New York
1202,29995.501131511217,High School,Self-Employed,0,Phoenix
1203,39991.9359489703,PhD,Employed,0,New York
1204,24432.03331882893,Bachelor,Employed,0,Los Angeles
1205,26425.620637555814,Bachelor,Employed,0,Houston
1206,40822.243966724454,Bachelor,Self-Employed,0,Chicago
1207,44810.15953876009,Bachelor,Employed,0,Los Angeles
1208,50884.47779461702,Bachelor,Self-Employed,0,Los Angeles
1209,37884.67198742015,PhD,Employed,0,Houston
1210,82997.1978911084,Bachelor,Employed,0,Los Angeles
1211,31130.078063713267,Bachelor,Employed,0,Houston
1212,35329.16253831114,Master,Self-Employed,0,New York
1213,33878.93216283266,High School,Self-Employed,0,Chicago
1214,43998.43278352021,Master,Employed,0,Houston
1215,22924.807292972273,Bachelor,Employed,0,New York
1216,48580.72100710514,High School,Employed,0,Los Angeles
1217,26488.387768767883,Bachelor,Employed,0,New York
1218,64881.96352810507,Bachelor,Employed,0,Chicago
1219,36543.04072175024,PhD,Employed,0,Los Angeles
1220,54668.50026477514,Bachelor,Employed,0,Chicago
1221,24238.66761571496,High School,Employed,0,New York
1222,23395.953494239227,High School,Employed,0,New York
1223,45247.857663753544,Bachelor,Employed,1,New York
1224,26657.994455108892,Master,Employed,1,Los Angeles
1225,39703.59490732111,Bachelor,Employed,0,Los Angeles
1226,65018.81670765087,High School,Self-Employed,0,Houston
1227,41759.297811419936,PhD,Employed,0,Chicago
1228,40664.93140314925,High School,Employed,0,Los Angeles
1229,28861.582814724436,PhD,Employed,0,Phoenix
1230,177554.9263804439,Bachelor,Employed,0,Chicago
1231,81855.47398907029,High School,Employed,0,Phoenix
1232,20080.652353648147,Bachelor,Employed,0,Los Angeles
1233,26600.281233531932,Master,Unemployed,0,New York
1234,57640.204291247086,PhD,Employed,0,New York
1235,34093.36960289117,Bachelor,Employed,0,Chicago
1236,30080.155222291418,High School,Employed,0,New York
1237,18356.699891099477,Bachelor,Employed,0,New York
1238,36735.311567008925,High School,Employed,0,Los Angeles
1239,52254.66620530126,High School,Self-Employed,0,Los Angeles
1240,24974.981755916306,PhD,Employed,1,Chicago
1241,49338.83552965431,High School,Employed,0,New York
1242,170428.03427031278,Bachelor,Employed,1,Los Angeles
1243,28278.368951434706,Bachelor,Employed,1,Chicago
1244,69080.16034952622,Bachelor,Unemployed,0,Phoenix
1245,47345.811919106265,Bachelor,Employed,0,Chicago
1246,19764.6548658394,Bachelor,Employed,0,Phoenix
1247,24729.373131218286,Master,Employed,1,Chicago
1248,29968.613086779187,High School,Unemployed,0,Chicago
1249,21691.36369349557,High School,Employed,0,New York
1250,11486.416797246726,Bachelor,Employed,0,Chicago
1251,69967.25907569322,Master,Employed,0,Chicago
1252,97984.669269652,Master,Employed,0,Chicago
1253,24768.784192620147,Bachelor,Employed,0,Los Angeles
1254,66612.02734441719,Master,Employed,0,Los Angeles
1255,32553.435438799523,High School,Employed,0,Los Angeles
1256,34330.77667286804,Bachelor,Employed,0,Los Angeles
1257,136299.03175023728,High School,Employed,1,New York
1258,45385.05563593818,High School,Employed,0,Houston
1259,26159.27868615969,Bachelor,Employed,0,New York
1260,33348.54552401785,PhD,Employed,0,New York
1261,27165.788719838056,Master,Employed,0,Los Angeles
1262,16347.668154912923,High School,Unemployed,0,Chicago
1263,30262.08780154771,High School,Employed,0,Los Angeles
1264,81767.69298830078,High School,Employed,0,New York
1265,27241.532837912677,High School,Employed,1,Los Angeles
1266,34404.08460337127,High School,Unemployed,1,Los Angeles
1267,27276.316616110722,Bachelor,Employed,0,Phoenix
1268,54808.98492906618,High School,Employed,0,Phoenix
1269,36581.19750208995,Master,Employed,0,Los Angeles
1270,100507.14249656347,High School,Employed,0,Los Angeles
1271,63605.69786097144,Bachelor,Employed,1,Chicago
1272,56753.81559712839,Master,Employed,0,New York
1273,22504.32416077319,Bachelor,Employed,0,Los Angeles
1274,79593.60238685369,Bachelor,Unemployed,1,Los Angeles
1275,35206.85557390334,Bachelor,Employed,0,Phoenix
1276,44769.77803423812,Bachelor,Employed,0,New York
1277,72583.96521708206,Master,Employed,0,Los Angeles
1278,51182.84479687571,High School,Employed,0,Chicago
1279,55660.97591488087,Bachelor,Employed,0,Los Angeles
1280,91772.67505932186,Master,Employed,0,New York
1281,64907.58039748441,Master,Employed,0,Phoenix
1282,28657.365219973224,Master,Self-Employed,0,Los Angeles
1283,44316.925257356255,Bachelor,Unemployed,0,Chicago
1284,60270.36353235115,High School,Employed,0,New York
1285,59881.621306124696,PhD,Employed,0,Los Angeles
1286,76598.46671884623,Master,Unemployed,0,Los Angeles
1287,107860.26819014372,Bachelor,Employed,0,New York
1288,28868.037329061466,Bachelor,Self-Employed,0,New York
1289,88590.54847662877,High School,Employed,0,Houston
1290,36999.46600800707,PhD,Employed,0,New York
1291,13281.943429768136,High School,Employed,0,New York
1292,34795.66473965896,High School,Employed,0,Los Angeles
1293,52059.12826216669,Bachelor,Employed,0,Chicago
1294,64808.64630695784,High School,Employed,0,New York
1295,46570.82255345805,Master,Employed,0,Los Angeles
1296,43858.308222216016,Bachelor,Employed,0,New York
1297,45633.55678359649,Master,Employed,0,New York
1298,45462.88545963425,PhD,Unemployed,0,New York
1299,88475.02963455103,Bachelor,Employed,0,Houston
1300,31692.100583727402,High School,Self-Employed,1,New York
1301,23716.859606360642,Bachelor,Employed,0,New York
1302,85892.69979825015,Master,Employed,0,Los Angeles
1303,37713.70016319158,High School,Unemployed,0,Houston
1304,40538.09030151709,High School,Employed,0,New York
1305,48614.944497345554,Master,Employed,0,Los Angeles
1306,38165.781320787224,High School,Employed,0,New York
1307,15318.317675051438,PhD,Employed,0,Los Angeles
1308,52470.8286803904,High School,Self-Employed,0,Los Angeles
1309,19841.893829226086,Bachelor,Self-Employed,0,Los Angeles
1310,104178.32470272262,High School,Employed,0,Los Angeles
1311,51531.36500901625,Master,Employed,0,Los Angeles
1312,32553.523066310816,Bachelor,Employed,0,New York
1313,17457.453266968645,Master,Employed,1,Los Angeles
1314,44674.35845019608,PhD,Employed,0,New York
1315,27064.560740422403,Bachelor,Employed,1,Chicago
1316,51899.782131004205,PhD,Employed,0,Phoenix
1317,18719.25333875813,Bachelor,Employed,0,Phoenix
1318,24604.26655248319,Bachelor,Employed,0,Houston
1319,19225.59288177908,Bachelor,Employed,0,Chicago
1320,51915.11255480485,Master,Employed,0,Chicago
1321,38578.60209141118,High School,Employed,0,New York
1322,66643.79608551026,Bachelor,Self-Employed,0,Chicago
1323,38932.33768132739,High School,Employed,1,Los Angeles
1324,20863.028547222842,High School,Employed,0,Los Angeles
1325,32466.271334304194,Bachelor,Employed,0,Chicago
1326,13388.730705015802,Master,Employed,0,New York
1327,24466.1558913967,Master,Employed,0,Los Angeles
1328,14271.646167297353,High School,Employed,0,Phoenix
1329,33912.50471345272,PhD,Employed,0,New York
1330,65976.55814855928,High School,Employed,1,Los Angeles
1331,16706.875743251927,PhD,Employed,0,Phoenix
1332,40004.463849177046,High School,Employed,0,Chicago
1333,46596.78817838146,High School,Employed,0,Los Angeles
1334,66524.64961381369,Bachelor,Employed,1,New York
1335,16001.848595811729,Master,Unemployed,0,Los Angeles
1336,45276.20592929617,High School,Self-Employed,0,Houston
1337,20985.21309017225,Bachelor,Self-Employed,0,Los Angeles
1338,29162.461957885174,Bachelor,Self-Employed,0,Los Angeles
1339,18645.76833042259,High School,Unemployed,0,New York
1340,11104.663161667964,High School,Employed,0,New York
1341,65611.66823599914,Master,Employed,0,Phoenix
1342,23290.61354042679,Master,Employed,0,Los Angeles
1343,17543.176000060506,Bachelor,Self-Employed,0,Chicago
1344,96795.2955595104,Master,Employed,0,New York
1345,29648.187309847744,Bachelor,Employed,0,Chicago
1346,23704.546416071913,Master,Employed,0,Phoenix
1347,30168.16600231591,Master,Employed,0,Los Angeles
1348,43787.47803398943,High School,Self-Employed,0,New York
1349,31130.798704534067,Master,Employed,0,Los Angeles
1350,36818.97698324816,Bachelor,Employed,0,Chicago
1351,30529.653240502892,High School,Employed,1,Los Angeles
1352,45284.059729799854,Master,Employed,0,Houston
1353,23532.647938269005,High School,Self-Employed,0,Chicago
1354,32166.654622328286,Bachelor,Employed,0,Phoenix
1355,28734.393519014106,High School,Self-Employed,0,Chicago
1356,18779.600917528223,Master,Employed,0,New York
1357,24130.941040472044,Bachelor,Employed,0,New York
1358,41858.19271236163,Bachelor,Employed,0,New York
1359,29090.8993576965,Master,Employed,0,Phoenix
1360,33887.83294272354,Master,Employed,0,Chicago
1361,45286.78686931009,Bachelor,Employed,0,Chicago
1362,22553.990884492974,Bachelor,Employed,0,New York
1363,39839.83306274956,Bachelor,Unemployed,0,New York
1364,17723.061871765356,Bachelor,Employed,1,Chicago
1365,23962.046974600813,High School,Self-Employed,1,Los Angeles
1366,21059.524209026742,Master,Employed,0,New York
1367,57463.62323189529,High School,Employed,0,Chicago
1368,57948.82352865379,High School,Employed,0,New York
1369,53941.75450144907,Bachelor,Employed,0,Los Angeles
1370,24658.818200189475,Master,Employed,0,Los Angeles
1371,68405.99718735706,High School,Employed,0,New York
1372,41069.66656503407,PhD,Employed,0,Phoenix
1373,40877.887933912745,High School,Unemployed,0,New York
1374,23881.380365825506,Bachelor,Employed,0,New York
1375,29381.695180007442,High School,Self-Employed,0,New York
1376,65681.31132359288,Bachelor,Employed,0,Chicago
1377,36428.202155264924,High School,Employed,0,Los Angeles
1378,84793.90989762565,Bachelor,Employed,1,Los Angeles
1379,23456.228677371444,Bachelor,Employed,0,New York
1380,25567.217118336386,Master,Employed,0,New York
1381,27547.0545953675,Bachelor,Employed,1,Los Angeles
1382,38915.06999050987,Master,Employed,1,Houston
1383,50296.749919951406,Bachelor,Employed,0,Houston
1384,11785.041362642658,High School,Self-Employed,0,New York
1385,41194.18996931287,High School,Self-Employed,0,Los Angeles
1386,62883.35169844286,High School,Employed,0,Phoenix
1387,30277.11301841154,Bachelor,Employed,0,Los Angeles
1388,25507.007524360193,Bachelor,Employed,0,Houston
1389,69809.12638442588,Bachelor,Employed,0,New York
1390,41114.392460296964,Bachelor,Employed,0,Phoenix
1391,93984.73272189319,High School,Employed,0,Chicago
1392,53072.2990692733,PhD,Employed,0,Phoenix
1393,48793.908356892774,Master,Employed,0,Chicago
1394,63174.74168530074,Master,Employed,0,Los Angeles
1395,33700.32755529088,Master,Self-Employed,0,Phoenix
1396,84279.53413639787,High School,Self-Employed,0,New York
1397,66696.5201000008,Bachelor,Employed,0,Los Angeles
1398,37612.3437406369,PhD,Self-Employed,1,Chicago
1399,41131.11151936783,High School,Unemployed,0,Chicago
1400,72988.19662657064,High School,Employed,0,Phoenix
1401,31393.045756924745,Bachelor,Employed,0,New York
1402,88631.67150119798,High School,Employed,0,Houston
1403,26290.040228808633,High School,Unemployed,0,Chicago
1404,35574.84465988787,Master,Self-Employed,0,New York
1405,46716.2677990679,High School,Employed,0,Los Angeles
1406,45342.1830788395,Bachelor,Employed,0,New York
1407,34936.810233972516,PhD,Employed,0,New York
1408,45601.18136803283,Bachelor,Employed,0,Phoenix
1409,32416.3264082562,High School,Employed,0,Chicago
1410,36639.90591821345,Bachelor,Self-Employed,1,Chicago
1411,17095.892622513864,Master,Employed,0,Phoenix
1412,28474.58895245012,PhD,Self-Employed,0,Los Angeles
1413,13010.659137219298,Bachelor,Self-Employed,0,Houston
1414,43300.774972063096,Master,Self-Employed,0,Los Angeles
1415,64993.93766366415,Bachelor,Employed,0,Houston
1416,8281.939439566131,PhD,Employed,0,New York
1417,23774.102929312667,Master,Employed,0,Phoenix
1418,92912.4577446239,Master,Employed,0,New York
1419,25778.168047065286,Bachelor,Employed,0,Los Angeles
1420,116271.89849556712,PhD,Employed,0,Chicago
1421,25708.055485332745,Master,Employed,0,Los Angeles
1422,24156.182661876253,Bachelor,Employed,0,Chicago
1423,36888.354298522034,Master,Employed,0,Los Angeles
1424,47384.73930895313,Bachelor,Employed,0,Chicago
1425,26072.458342370497,Master,Employed,0,New York
1426,34672.95443928325,Bachelor,Employed,0,New York
1427,15145.227016648536,Master,Employed,0,New York
1428,24862.780253588804,High School,Employed,0,Los Angeles
1429,26755.829263117303,Bachelor,Employed,1,New York
1430,43476.109075700646,Bachelor,Employed,0,Los Angeles
1431,39099.74814418144,Bachelor,Employed,0,Los Angeles
1432,54299.38634181394,High School,Self-Employed,0,New York
1433,44193.633993232965,Bachelor,Employed,0,Chicago
1434,18348.99222790363,High School,Employed,0,Houston
1435,44357.88336177301,Bachelor,Employed,0,New York
1436,75109.6455722627,Bachelor,Employed,0,Chicago
1437,37694.876664525495,Master,Employed,0,Chicago
1438,57722.823512734554,Bachelor,Employed,0,Los Angeles
1439,45346.752377658246,Master,Employed,0,Chicago
1440,15638.16475971979,Master,Employed,1,Los Angeles
1441,109590.60911626155,High School,Employed,0,Los Angeles
1442,66613.35639185047,High School,Employed,0,New York
1443,14489.076851751453,Master,Employed,0,Chicago
1444,119306.99823373872,Bachelor,Unemployed,0,Chicago
1445,21107.17084050698,Bachelor,Employed,0,New York
1446,51234.688417802696,Bachelor,Employed,0,Los Angeles
1447,36894.50333046203,Master,Employed,0,Phoenix
1448,35635.9740475597,Bachelor,Employed,0,Los Angeles
1449,113138.07308979776,High School,Employed,0,Los Angeles
1450,25299.380545883203,PhD,Employed,0,Phoenix
1451,64418.39250573197,Master,Employed,0,Chicago
1452,59760.77444347168,High School,Employed,1,Chicago
1453,16336.89455022118,Bachelor,Employed,0,Houston
1454,46435.3484264073,Master,Employed,0,Houston
1455,50599.10504555253,High School,Self-Employed,0,Los Angeles
1456,39699.66367512841,Bachelor,Employed,1,Los Angeles
1457,33087.78476698332,Bachelor,Employed,0,Los Angeles
1458,21937.51320929052,PhD,Employed,0,Phoenix
1459,20439.94322603128,High School,Employed,0,Chicago
1460,36994.403656992035,Master,Employed,0,New York
1461,25418.282264232337,Master,Employed,0,Houston
1462,17282.242634894992,High School,Employed,0,Los Angeles
1463,74005.81291883852,High School,Employed,1,New York
1464,50564.30597963634,High School,Employed,0,Los Angeles
1465,24908.242976496203,Bachelor,Employed,0,Los Angeles
1466,43300.47357999313,High School,Self-Employed,0,Houston
1467,106628.02569702409,Master,Employed,0,New York
1468,108394.48385118364,High School,Employed,1,Houston
1469,37859.96180162399,Master,Employed,0,Los Angeles
1470,60755.94865142588,High School,Employed,0,New York
1471,16832.374638126115,High School,Self-Employed,0,Phoenix
1472,48860.049218361404,High School,Employed,0,Los Angeles
1473,86809.04796430274,High School,Employed,0,New York
1474,55442.472537623384,Master,Employed,0,Los Angeles
1475,24405.31370243082,Bachelor,Employed,0,Houston
1476,24450.063173684423,High School,Employed,1,New York
1477,30693.67750375744,Bachelor,Employed,0,New York
1478,16437.715467487367,High School,Employed,1,New York
1479,98521.54910983884,High School,Employed,0,New York
1480,57899.740306542,High School,Employed,0,Houston
1481,39654.30980446279,PhD,Self-Employed,0,Los Angeles
1482,42874.81356044913,High School,Self-Employed,0,New York
1483,84900.46011754236,Master,Self-Employed,0,New York
1484,40258.58849558711,High School,Employed,0,Los Angeles
1485,65765.9888622128,High School,Employed,0,Phoenix
1486,46407.92316351983,Bachelor,Self-Employed,0,Los Angeles
1487,63422.50458920124,Bachelor,Employed,0,Phoenix
1488,12139.968160331318,Bachelor,Employed,0,Los Angeles
1489,32347.37987222352,High School,Self-Employed,0,New York
1490,33956.311856501125,Bachelor,Self-Employed,0,Houston
1491,28165.77295233929,Bachelor,Employed,0,Los Angeles
1492,14793.689997778545,Bachelor,Employed,0,Chicago
1493,31138.06978322591,PhD,Employed,1,Phoenix
1494,34203.53340084176,Bachelor,Self-Employed,0,New York
1495,26308.04833463789,High School,Self-Employed,0,New York
1496,31144.627342928237,Bachelor,Employed,0,Chicago
1497,35469.98288833044,High School,Employed,0,New York
1498,55378.98461633831,Bachelor,Self-Employed,0,New York
1499,34083.79142785353,Bachelor,Employed,0,New York
1500,30651.558305840485,High School,Employed,1,New York
1501,38340.19649617866,Bachelor,Unemployed,0,Chicago
1502,34155.95299005506,Bachelor,Employed,0,New York
1503,65367.02577395056,Bachelor,Employed,0,Los Angeles
1504,38813.50539218918,Bachelor,Employed,0,Chicago
1505,65184.955390902505,Bachelor,Employed,0,Los Angeles
1506,68283.4415331515,Bachelor,Self-Employed,0,New York
1507,42421.75085339313,Master,Employed,0,Houston
1508,56567.658423655834,High School,Unemployed,1,New York
1509,12638.280785752459,High School,Employed,0,Chicago
1510,44924.84938061616,Bachelor,Employed,0,Houston
1511,102303.93894234627,PhD,Employed,0,Los Angeles
1512,82647.30591501377,High School,Employed,0,Los Angeles
1513,99180.78195249385,Bachelor,Employed,0,Los Angeles
1514,43949.65937502763,High School,Employed,0,Los Angeles
1515,48469.29060954869,Bachelor,Employed,0,Houston
1516,42981.62035695833,Bachelor,Employed,0,Houston
1517,33135.90001139507,High School,Employed,0,Los Angeles
1518,94981.57222981456,Master,Employed,1,Chicago
1519,99970.38889438375,High School,Employed,0,Phoenix
1520,32270.100814441943,Master,Employed,1,Phoenix
